	gid	gname	Strata	Module	ModuleDesc
16813	PL20466	unchar-6237	Eumetazoa	pink	gut_bodywall
16814	PL20482	cp2u1-9	Eumetazoa	pink	gut_bodywall
16815	PL20506	unchar-8311	Echinoidea	pink	gut_bodywall
16816	PL20515	krem1-6	Eumetazoa	pink	gut_bodywall
16817	PL20520	-	Parliv	pink	gut_bodywall
16818	PL20547	trim3-8	Eumetazoa	pink	gut_bodywall
16819	PL20561	pcs-2	Eumetazoa	pink	gut_bodywall
16820	PL20564	-	Parliv	pink	gut_bodywall
16821	PL20565	-	Echinoidea	pink	gut_bodywall
16822	PL20580	clca1-3	Bilateria	pink	gut_bodywall
16823	PL20584	oxdd	Eumetazoa	pink	gut_bodywall
16824	PL20593	trim1	Eumetazoa	pink	gut_bodywall
16825	PL20620	nlrc5-34	Eumetazoa	pink	gut_bodywall
16826	PL20624	clca1-9	Bilateria	pink	gut_bodywall
16827	PL20628	cbr1-11	Eumetazoa	pink	gut_bodywall
16828	PL20635	endou-3	Bilateria	pink	gut_bodywall
16829	PL20638	unchar-7466	Echinoidea	pink	gut_bodywall
16830	PL20645	mfsd2	Eumetazoa	pink	gut_bodywall
16831	PL20680	unchar-10994	Bilateria	pink	gut_bodywall
16832	PL20685	clca1-6	Bilateria	pink	gut_bodywall
16833	PL20693	leg-2	Eumetazoa	pink	gut_bodywall
16834	PL20765	sc5a8-11	Eumetazoa	pink	gut_bodywall
16835	PL20779	anr44-16	Eumetazoa	pink	gut_bodywall
16836	PL20787	unchar-18564	Parliv	pink	gut_bodywall
16837	PL20789	unchar-18573	Eumetazoa	pink	gut_bodywall
16838	PL20814	unchar-15533	Echinoidea	pink	gut_bodywall
16839	PL20827	unchar-21395	Parliv	pink	gut_bodywall
16840	PL20828	unchar-12508	Parliv	pink	gut_bodywall
16841	PL20844	unchar-12767	Parliv	pink	gut_bodywall
16842	PL20849	pcsk9-19	Eumetazoa	pink	gut_bodywall
16843	PL20853	unchar-3746	Echinoidea	pink	gut_bodywall
16844	PL20868	fbxo32	Eumetazoa	pink	gut_bodywall
16845	PL20964	unchar-1435	Bilateria	pink	gut_bodywall
16846	PL20968	nlrc5-2	Eumetazoa	pink	gut_bodywall
16847	PL20989	-	Eumetazoa	pink	gut_bodywall
16848	PL21007	unchar-11212	Eumetazoa	pink	gut_bodywall
16849	PL21013	unchar-692	Parliv	pink	gut_bodywall
16850	PL21014	unchar-696	Parliv	pink	gut_bodywall
16851	PL21025	unchar-6028	Echinoidea	pink	gut_bodywall
16852	PL21026	unchar-4943	Eumetazoa	pink	gut_bodywall
16853	PL21030	-	Eumetazoa	pink	gut_bodywall
16854	PL21040	polr-18	Eumetazoa	pink	gut_bodywall
16855	PL21086	tie2-5	Eumetazoa	pink	gut_bodywall
16856	PL21103	pacrg-1	Eumetazoa	pink	gut_bodywall
16857	PL21112	orctl3-2	Eumetazoa	pink	gut_bodywall
16858	PL21119	unchar-19185	Parliv	pink	gut_bodywall
16859	PL21129	unchar-10086	Parliv	pink	gut_bodywall
16860	PL21137	unchar-1133	Parliv	pink	gut_bodywall
16861	PL21141	unchar-16374	Bilateria	pink	gut_bodywall
16862	PL21157	unchar-7354	Eumetazoa	pink	gut_bodywall
16863	PL21160	h11e	Echinoidea	pink	gut_bodywall
16864	PL21162	ysm6-54	Eumetazoa	pink	gut_bodywall
16865	PL21194	-	Parliv	pink	gut_bodywall
16866	PL21203	pogk-2	Eumetazoa	pink	gut_bodywall
16867	PL21213	unchar-7483	Eumetazoa	pink	gut_bodywall
16868	PL21231	unchar-10212	Parliv	pink	gut_bodywall
16869	PL21241	unchar-15312	Parliv	pink	gut_bodywall
16870	PL21252	unchar-20225	Parliv	pink	gut_bodywall
16871	PL21288	mot14-11	Eumetazoa	pink	gut_bodywall
16872	PL21290	unchar-8380	Parliv	pink	gut_bodywall
16873	PL21312	scr11-3	Eumetazoa	pink	gut_bodywall
16874	PL21324	-	Parliv	pink	gut_bodywall
16875	PL21331	mlrp2-4	Eumetazoa	pink	gut_bodywall
16876	PL21334	unchar-3419	Parliv	pink	gut_bodywall
16877	PL21335	rdh14-1	Bilateria	pink	gut_bodywall
16878	PL21339	cyp4vl6	Eumetazoa	pink	gut_bodywall
16879	PL21344	unchar-13129	Eumetazoa	pink	gut_bodywall
16880	PL21348	unchar-6132	Parliv	pink	gut_bodywall
16881	PL21365	unchar-24546	Eumetazoa	pink	gut_bodywall
16882	PL21377	unchar-18684	Parliv	pink	gut_bodywall
16883	PL21404	slc15a4-1	Eumetazoa	pink	gut_bodywall
16884	PL21408	fem1c-10	Eumetazoa	pink	gut_bodywall
16885	PL21441	mlrp2-1	Eumetazoa	pink	gut_bodywall
16886	PL21460	cp4v2-3	Eumetazoa	pink	gut_bodywall
16887	PL21495	unchar-23594	Parliv	pink	gut_bodywall
16888	PL21514	isoc2	Eumetazoa	pink	gut_bodywall
16889	PL21526	unchar-12215	Bilateria	pink	gut_bodywall
16890	PL21532	prrt1-1	Eumetazoa	pink	gut_bodywall
16891	PL21537	zfy21	Eumetazoa	pink	gut_bodywall
16892	PL21540	sned1-5	Eumetazoa	pink	gut_bodywall
16893	PL21544	nek1-2	Eumetazoa	pink	gut_bodywall
16894	PL21570	unchar-15000	Parliv	pink	gut_bodywall
16895	PL21581	slsp_26	Eumetazoa	pink	gut_bodywall
16896	PL21586	unchar-6808	Eumetazoa	pink	gut_bodywall
16897	PL21655	cadherin_10	Eumetazoa	pink	gut_bodywall
16898	PL21657	pcyox1	Eumetazoa	pink	gut_bodywall
16899	PL21665	unchar-11621	Bilateria	pink	gut_bodywall
16900	PL21674	susd2-3	Eumetazoa	pink	gut_bodywall
16901	PL21680	mlrp1-2	Eumetazoa	pink	gut_bodywall
16902	PL21703	s39aa-2	Bilateria	pink	gut_bodywall
16903	PL21713	unchar-11859	Eumetazoa	pink	gut_bodywall
16904	PL21717	unchar-11855	Parliv	pink	gut_bodywall
16905	PL21721	-	Parliv	pink	gut_bodywall
16906	PL21740	mlrp2-11	Eumetazoa	pink	gut_bodywall
16907	PL21812	unchar-17430	Parliv	pink	gut_bodywall
16908	PL21821	mlrp1-3	Eumetazoa	pink	gut_bodywall
16909	PL21841	scr11-1	Eumetazoa	pink	gut_bodywall
16910	PL21849	unchar-2316	Echinoidea	pink	gut_bodywall
16911	PL21885	ank1-16	Parliv	pink	gut_bodywall
16912	PL21888	unchar-17068	Parliv	pink	gut_bodywall
16913	PL21892	unchar-24254	Eumetazoa	pink	gut_bodywall
16914	PL21907	unchar-6552	Eumetazoa	pink	gut_bodywall
16915	PL21929	cyp4vl2	Eumetazoa	pink	gut_bodywall
16916	PL21930	unchar-3834	Eumetazoa	pink	gut_bodywall
16917	PL21966	unchar-1203	Parliv	pink	gut_bodywall
16918	PL21988	diac	Eumetazoa	pink	gut_bodywall
16919	PL22014	mlrp2-7	Eumetazoa	pink	gut_bodywall
16920	PL22023	cisd1	Eumetazoa	pink	gut_bodywall
16921	PL22028	wbs27-13	Eumetazoa	pink	gut_bodywall
16922	PL22040	-	Eumetazoa	pink	gut_bodywall
16923	PL22047	-	Eumetazoa	pink	gut_bodywall
16924	PL22068	cyp2l31	Eumetazoa	pink	gut_bodywall
16925	PL22070	mot5-1	Eumetazoa	pink	gut_bodywall
16926	PL22092	unchar-7185	Bilateria	pink	gut_bodywall
16927	PL22103	unchar-622	Parliv	pink	gut_bodywall
16928	PL22108	unchar-619	Deuterostomia	pink	gut_bodywall
16929	PL22114	unchar-9587	Echinoidea	pink	gut_bodywall
16930	PL22123	a1a1a	Eumetazoa	pink	gut_bodywall
16931	PL22126	dhyg-2	Bilateria	pink	gut_bodywall
16932	PL22144	srpx-2	Eumetazoa	pink	gut_bodywall
16933	PL22149	dxo-4	Eumetazoa	pink	gut_bodywall
16934	PL22170	gst6-2	Eumetazoa	pink	gut_bodywall
16935	PL22171	-	Eumetazoa	pink	gut_bodywall
16936	PL22220	cptp-1	Eumetazoa	pink	gut_bodywall
16937	PL22228	unchar-19086	Parliv	pink	gut_bodywall
16938	PL22244	ctbs-1	Eumetazoa	pink	gut_bodywall
16939	PL22250	mlrp2-12	Eumetazoa	pink	gut_bodywall
16940	PL22257	unchar-10733	Bilateria	pink	gut_bodywall
16941	PL22327	unchar-21895	Parliv	pink	gut_bodywall
16942	PL22335	unchar-6442	Eumetazoa	pink	gut_bodywall
16943	PL22372	unchar-19163	Parliv	pink	gut_bodywall
16944	PL22377	fat1-4	Parliv	pink	gut_bodywall
16945	PL22396	unchar-23937	Echinoidea	pink	gut_bodywall
16946	PL22404	cp1a1-7	Eumetazoa	pink	gut_bodywall
16947	PL22408	cptp-3	Eumetazoa	pink	gut_bodywall
16948	PL22411	sarmr6	Eumetazoa	pink	gut_bodywall
16949	PL22433	ttrspn_22	Bilateria	pink	gut_bodywall
16950	PL22435	nlr203	Eumetazoa	pink	gut_bodywall
16951	PL22469	cfdp2-54	Eumetazoa	pink	gut_bodywall
16952	PL22484	lipg	Eumetazoa	pink	gut_bodywall
16953	PL22489	-	Parliv	pink	gut_bodywall
16954	PL22527	tri56-55	Eumetazoa	pink	gut_bodywall
16955	PL22542	c10orf112l-2	Eumetazoa	pink	gut_bodywall
16956	PL22557	mamdc4-16	Parliv	pink	gut_bodywall
16957	PL22580	unchar-5300	Eumetazoa	pink	gut_bodywall
16958	PL22586	fabpi-1	Bilateria	pink	gut_bodywall
16959	PL22602	unchar-24274	Parliv	pink	gut_bodywall
16960	PL22638	unchar-8675	Eumetazoa	pink	gut_bodywall
16961	PL22652	cp1a5-2	Eumetazoa	pink	gut_bodywall
16962	PL22681	pcsk9-2	Eumetazoa	pink	gut_bodywall
16963	PL22700	unchar-7086	Eumetazoa	pink	gut_bodywall
16964	PL22731	tm86a-2	Eumetazoa	pink	gut_bodywall
16965	PL22734	cyp17r3	Eumetazoa	pink	gut_bodywall
16966	PL22746	ank2-10	Echinoidea	pink	gut_bodywall
16967	PL22750	mlrp2-5	Parliv	pink	gut_bodywall
16968	PL22773	unchar-9846	Eumetazoa	pink	gut_bodywall
16969	PL22777	crip1	Echinoidea	pink	gut_bodywall
16970	PL22779	mlrp1-6	Eumetazoa	pink	gut_bodywall
16971	PL22793	fmo5-5	Eumetazoa	pink	gut_bodywall
16972	PL22820	acsl5-7	Eumetazoa	pink	gut_bodywall
16973	PL22824	-	Parliv	pink	gut_bodywall
16974	PL22840	unchar-17630	Eumetazoa	pink	gut_bodywall
16975	PL22846	unchar-2783	Parliv	pink	gut_bodywall
16976	PL22852	-	Eumetazoa	pink	gut_bodywall
16977	PL22859	unchar-18212	Parliv	pink	gut_bodywall
16978	PL22861	wars2	Eumetazoa	pink	gut_bodywall
16979	PL22866	unchar-9146	Parliv	pink	gut_bodywall
16980	PL22874	unchar-222	Deuterostomia	pink	gut_bodywall
16981	PL22876	ds	Eumetazoa	pink	gut_bodywall
16982	PL22891	unchar-4702	Parliv	pink	gut_bodywall
16983	PL22897	unchar-4700	Parliv	pink	gut_bodywall
16984	PL22904	mlrp1-17	Eumetazoa	pink	gut_bodywall
16985	PL22908	-	Eumetazoa	pink	gut_bodywall
16986	PL22916	unchar-6691	Eumetazoa	pink	gut_bodywall
16987	PL22917	-	Parliv	pink	gut_bodywall
16988	PL22918	cuzd1-1	Eumetazoa	pink	gut_bodywall
16989	PL22933	unchar-530	Eumetazoa	pink	gut_bodywall
16990	PL22942	anr28-3	Echinoidea	pink	gut_bodywall
16991	PL22951	unchar-19414	Eumetazoa	pink	gut_bodywall
16992	PL22953	ank3-31	Eumetazoa	pink	gut_bodywall
16993	PL22958	unchar-19412	Eumetazoa	pink	gut_bodywall
16994	PL22970	unc5b-1	Eumetazoa	pink	gut_bodywall
16995	PL22978	scr11-5	Eumetazoa	pink	gut_bodywall
16996	PL22981	scr11-9	Eumetazoa	pink	gut_bodywall
16997	PL22982	unchar-21332	Parliv	pink	gut_bodywall
16998	PL22984	celr2-2	Bilateria	pink	gut_bodywall
16999	PL22990	unchar-5865	Deuterostomia	pink	gut_bodywall
17000	PL23021	unchar-18270	Eumetazoa	pink	gut_bodywall
17001	PL23035	unchar-2832	Parliv	pink	gut_bodywall
17002	PL23042	unchar-273	Bilateria	pink	gut_bodywall
17003	PL23049	lin1-1	Bilateria	pink	gut_bodywall
17004	PL23051	unchar-9212	Parliv	pink	gut_bodywall
17005	PL23061	-	Eumetazoa	pink	gut_bodywall
17006	PL23064	fmo5-6	Eumetazoa	pink	gut_bodywall
17007	PL23082	unchar-11007	Bilateria	pink	gut_bodywall
17008	PL23088	mib2-6	Eumetazoa	pink	gut_bodywall
17009	PL23090	asah2-2	Bilateria	pink	gut_bodywall
17010	PL23097	mlrp1-15	Eumetazoa	pink	gut_bodywall
17011	PL23109	unchar-4391	Parliv	pink	gut_bodywall
17012	PL23127	-	Bilateria	pink	gut_bodywall
17013	PL23134	unchar-13427	Parliv	pink	gut_bodywall
17014	PL23161	cp1a1-3	Eumetazoa	pink	gut_bodywall
17015	PL23181	grhpr-5	Eumetazoa	pink	gut_bodywall
17016	PL23198	-	Parliv	pink	gut_bodywall
17017	PL23206	unchar-21412	Eumetazoa	pink	gut_bodywall
17018	PL23240	aces-10	Eumetazoa	pink	gut_bodywall
17019	PL23253	lorf2-29	Eumetazoa	pink	gut_bodywall
17020	PL23263	unchar-3227	Parliv	pink	gut_bodywall
17021	PL23275	-	Eumetazoa	pink	gut_bodywall
17022	PL23285	slc16a6-2	Eumetazoa	pink	gut_bodywall
17023	PL23299	-	Bilateria	pink	gut_bodywall
17024	PL23305	cfdp2-42	Eumetazoa	pink	gut_bodywall
17025	PL23311	gata-3	Eumetazoa	pink	gut_bodywall
17026	PL23316	akrl-2	Eumetazoa	pink	gut_bodywall
17027	PL23329	t23o	Eumetazoa	pink	gut_bodywall
17028	PL23340	unchar-2012	Eleutherozoa	pink	gut_bodywall
17029	PL23350	-	Echinoidea	pink	gut_bodywall
17030	PL23356	-	Eumetazoa	pink	gut_bodywall
17031	PL23358	unchar-17408	Parliv	pink	gut_bodywall
17032	PL23361	mlrp2-3	Parliv	pink	gut_bodywall
17033	PL23365	unchar-8363	Bilateria	pink	gut_bodywall
17034	PL23369	wwox-1	Bilateria	pink	gut_bodywall
17035	PL23410	unchar-12443	Deuterostomia	pink	gut_bodywall
17036	PL23419	unchar-12440	Eleutherozoa	pink	gut_bodywall
17037	PL23428	c10orf112l-1	Eumetazoa	pink	gut_bodywall
17038	PL23439	bir1f-3	Eumetazoa	pink	gut_bodywall
17039	PL23442	-	Eumetazoa	pink	gut_bodywall
17040	PL23469	abcg2b	Eumetazoa	pink	gut_bodywall
17041	PL23487	slc5a5-1	Eumetazoa	pink	gut_bodywall
17042	PL23497	cp17a-1	Eumetazoa	pink	gut_bodywall
17043	PL23498	unchar-13338	Parliv	pink	gut_bodywall
17044	PL23506	scry3-2	Eumetazoa	pink	gut_bodywall
17045	PL23511	hpgds	Eumetazoa	pink	gut_bodywall
17046	PL23512	unchar-11292	Parliv	pink	gut_bodywall
17047	PL23515	unchar-11291	Echinoidea	pink	gut_bodywall
17048	PL23523	cadherin-3	Bilateria	pink	gut_bodywall
17049	PL23524	qrfpr-3	Eumetazoa	pink	gut_bodywall
17050	PL23529	cptp-2	Eumetazoa	pink	gut_bodywall
17051	PL23545	unc44_184-2	Eumetazoa	pink	gut_bodywall
17052	PL23546	celr3-3	Parliv	pink	gut_bodywall
17053	PL23547	unchar-8620	Parliv	pink	gut_bodywall
17054	PL23556	unchar-24226	Eumetazoa	pink	gut_bodywall
17055	PL23557	unchar-22532	Parliv	pink	gut_bodywall
17056	PL23562	unchar-2299	Parliv	pink	gut_bodywall
17057	PL23573	anr44-21	Echinoidea	pink	gut_bodywall
17058	PL23580	cyp17l1	Eumetazoa	pink	gut_bodywall
17059	PL23581	unchar-21318	Eumetazoa	pink	gut_bodywall
17060	PL23586	unchar-21321	Deuterostomia	pink	gut_bodywall
17061	PL23612	unchar-11518	Eumetazoa	pink	gut_bodywall
17062	PL23621	tri56-47	Eumetazoa	pink	gut_bodywall
17063	PL23623	cp17a-2	Eumetazoa	pink	gut_bodywall
17064	PL23628	unchar-20707	Echinoidea	pink	gut_bodywall
17065	PL23644	cp4v2-2	Eumetazoa	pink	gut_bodywall
17066	PL23649	mlrp1-10	Parliv	pink	gut_bodywall
17067	PL23654	unchar-23555	Eumetazoa	pink	gut_bodywall
17068	PL23658	-	Eumetazoa	pink	gut_bodywall
17069	PL23659	kctd4-2	Parliv	pink	gut_bodywall
17070	PL23679	unchar-17029	Eumetazoa	pink	gut_bodywall
17071	PL23691	unchar-10683	Eumetazoa	pink	gut_bodywall
17072	PL23698	unchar-10687	Eumetazoa	pink	gut_bodywall
17073	PL23707	-	Eumetazoa	pink	gut_bodywall
17074	PL23715	unchar-10321	Eumetazoa	pink	gut_bodywall
17075	PL23738	unchar-16657	Bilateria	pink	gut_bodywall
17076	PL23745	ysm6-17	Eumetazoa	pink	gut_bodywall
17077	PL23750	rtbs-150	Eumetazoa	pink	gut_bodywall
17078	PL23766	kirr2-7	Eumetazoa	pink	gut_bodywall
17079	PL23781	f13b-2	Eumetazoa	pink	gut_bodywall
17080	PL23808	unchar-5662	Ambulacraria	pink	gut_bodywall
17081	PL23828	herc4-9	Eumetazoa	pink	gut_bodywall
17082	PL23833	unchar-4787	Eumetazoa	pink	gut_bodywall
17083	PL23842	unchar-12763	Eumetazoa	pink	gut_bodywall
17084	PL23858	heph-1	Eumetazoa	pink	gut_bodywall
17085	PL23896	noe1-1	Bilateria	pink	gut_bodywall
17086	PL23903	lacl-1	Eumetazoa	pink	gut_bodywall
17087	PL23905	-	Eumetazoa	pink	gut_bodywall
17088	PL23907	abcc5g	Eumetazoa	pink	gut_bodywall
17089	PL23918	asgr1	Eumetazoa	pink	gut_bodywall
17090	PL23920	si-2	Bilateria	pink	gut_bodywall
17091	PL23934	unchar-10605	Parliv	pink	gut_bodywall
17092	PL23936	unchar-10606	Eumetazoa	pink	gut_bodywall
17093	PL23939	abcc5e	Eumetazoa	pink	gut_bodywall
17094	PL23945	unchar-13322	Parliv	pink	gut_bodywall
17095	PL23965	unchar-7041	Eumetazoa	pink	gut_bodywall
17096	PL23985	asp_15	Eumetazoa	pink	gut_bodywall
17097	PL24026	tri56-34	Eumetazoa	pink	gut_bodywall
17098	PL24028	unchar-16622	Eumetazoa	pink	gut_bodywall
17099	PL24031	-	Parliv	pink	gut_bodywall
17100	PL24067	salmfap	Echinoidea	pink	gut_bodywall
17101	PL24083	herc6	Eumetazoa	pink	gut_bodywall
17102	PL24134	aaad-5	Eumetazoa	pink	gut_bodywall
17103	PL24138	aadac-7	Eumetazoa	pink	gut_bodywall
17104	PL24148	amy-3	Eumetazoa	pink	gut_bodywall
17105	PL24156	unchar-3362	Eumetazoa	pink	gut_bodywall
17106	PL24164	rdh11-1	Eumetazoa	pink	gut_bodywall
17107	PL24171	macpfe.4	Eumetazoa	pink	gut_bodywall
17108	PL24174	unchar-9697	Parliv	pink	gut_bodywall
17109	PL24175	aaad-3	Eumetazoa	pink	gut_bodywall
17110	PL24179	unchar-9696	Eumetazoa	pink	gut_bodywall
17111	PL24183	hs6b	Eumetazoa	pink	gut_bodywall
17112	PL24222	mgam-4	Parliv	pink	gut_bodywall
17113	PL24226	unchar-14237	Eumetazoa	pink	gut_bodywall
17114	PL24233	unchar-5249	Parliv	pink	gut_bodywall
17115	PL24237	unchar-5248	Eumetazoa	pink	gut_bodywall
17116	PL24249	unchar-20688	Parliv	pink	gut_bodywall
17117	PL24253	tm256-1	Bilateria	pink	gut_bodywall
17118	PL24260	unchar-2496	Parliv	pink	gut_bodywall
17119	PL24266	-	Parliv	pink	gut_bodywall
17120	PL24276	unchar-17895	Echinoidea	pink	gut_bodywall
17121	PL24294	tri56-54	Eumetazoa	pink	gut_bodywall
17122	PL24317	fbcd1-1	Eumetazoa	pink	gut_bodywall
17123	PL24335	-	Parliv	pink	gut_bodywall
17124	PL24337	unchar-18221	Eumetazoa	pink	gut_bodywall
17125	PL24339	drd1l-2	Eumetazoa	pink	gut_bodywall
17126	PL24345	un93a	Eumetazoa	pink	gut_bodywall
17127	PL24353	unchar-12652	Parliv	pink	gut_bodywall
17128	PL24367	unchar-21833	Parliv	pink	gut_bodywall
17129	PL24399	unchar-1039	Eumetazoa	pink	gut_bodywall
17130	PL24424	slc2a1-2	Bilateria	pink	gut_bodywall
17131	PL24447	mgam-3	Bilateria	pink	gut_bodywall
17132	PL24479	slc10a1	Bilateria	pink	gut_bodywall
17133	PL24491	rdh11-6	Eumetazoa	pink	gut_bodywall
17134	PL24492	unchar-16958	Parliv	pink	gut_bodywall
17135	PL24525	unchar-14530	Parliv	pink	gut_bodywall
17136	PL24529	unchar-14531	Echinoidea	pink	gut_bodywall
17137	PL24560	unchar-1928	Parliv	pink	gut_bodywall
17138	PL24565	fmo5-1	Eumetazoa	pink	gut_bodywall
17139	PL24572	rdh13-3	Eumetazoa	pink	gut_bodywall
17140	PL24575	tri56-21	Eumetazoa	pink	gut_bodywall
17141	PL24598	act3-3	Parliv	pink	gut_bodywall
17142	PL24641	hs3s6-1	Bilateria	pink	gut_bodywall
17143	PL24644	-	Parliv	pink	gut_bodywall
17144	PL24677	unchar-22752	Echinozoa	pink	gut_bodywall
17145	PL24680	yrd6-62	Eumetazoa	pink	gut_bodywall
17146	PL24694	unchar-3631	Eumetazoa	pink	gut_bodywall
17147	PL24697	unchar-3634	Ambulacraria	pink	gut_bodywall
17148	PL24711	aaad-2	Eumetazoa	pink	gut_bodywall
17149	PL24733	s23a2-3	Eumetazoa	pink	gut_bodywall
17150	PL24758	tmem45bl	Eumetazoa	pink	gut_bodywall
17151	PL24775	unchar-11142	Echinoidea	pink	gut_bodywall
17152	PL24779	trim2-8	Eumetazoa	pink	gut_bodywall
17153	PL24792	agmat	Eumetazoa	pink	gut_bodywall
17154	PL24814	flnc	Eumetazoa	pink	gut_bodywall
17155	PL24825	tri50-1	Eumetazoa	pink	gut_bodywall
17156	PL24837	unchar-15415	Parliv	pink	gut_bodywall
17157	PL24890	pol2-40	Eumetazoa	pink	gut_bodywall
17158	PL24912	unchar-19557	Parliv	pink	gut_bodywall
17159	PL24915	actb	Echinoidea	pink	gut_bodywall
17160	PL24930	thap4-1	Eumetazoa	pink	gut_bodywall
17161	PL24941	tri56-52	Eumetazoa	pink	gut_bodywall
17162	PL24967	unchar-5000	Eumetazoa	pink	gut_bodywall
17163	PL24968	lacl-2	Eumetazoa	pink	gut_bodywall
17164	PL24970	c1ql-6	Bilateria	pink	gut_bodywall
17165	PL24976	herc4-12	Eumetazoa	pink	gut_bodywall
17166	PL24998	unchar-914	Eumetazoa	pink	gut_bodywall
17167	PL25000	unchar-17520	Parliv	pink	gut_bodywall
17168	PL25036	lacl-3	Eumetazoa	pink	gut_bodywall
17169	PL25048	unchar-4832	Eumetazoa	pink	gut_bodywall
17170	PL25089	unchar-18162	Eumetazoa	pink	gut_bodywall
17171	PL25090	aadacl	Eumetazoa	pink	gut_bodywall
17172	PL25104	acs13	Eumetazoa	pink	gut_bodywall
17173	PL25127	tri56-3	Eumetazoa	pink	gut_bodywall
17174	PL25134	macpfe.3	Eumetazoa	pink	gut_bodywall
17175	PL25139	hebp1-1	Eumetazoa	pink	gut_bodywall
17176	PL25143	galr2l-3	Eumetazoa	pink	gut_bodywall
17177	PL25157	unchar-12628	Eumetazoa	pink	gut_bodywall
17178	PL25158	-	Eumetazoa	pink	gut_bodywall
17179	PL25163	rdh11-2	Eumetazoa	pink	gut_bodywall
17180	PL25189	ud11-3	Eumetazoa	pink	gut_bodywall
17181	PL25200	tr12a	Eumetazoa	pink	gut_bodywall
17182	PL25246	unchar-16405	Eumetazoa	pink	gut_bodywall
17183	PL25251	-	Parliv	pink	gut_bodywall
17184	PL25256	unchar-7024	Echinoidea	pink	gut_bodywall
17185	PL25258	unchar-1170	Eumetazoa	pink	gut_bodywall
17186	PL25281	-	Echinoidea	pink	gut_bodywall
17187	PL25288	unchar-9458	Eumetazoa	pink	gut_bodywall
17188	PL25295	ysm6-35	Eumetazoa	pink	gut_bodywall
17189	PL25311	unchar-12423	Parliv	pink	gut_bodywall
17190	PL25321	unchar-18907	Echinoidea	pink	gut_bodywall
17191	PL25327	c7orf27l	Eumetazoa	pink	gut_bodywall
17192	PL25351	-	Eumetazoa	pink	gut_bodywall
17193	PL25355	oit3l	Eumetazoa	pink	gut_bodywall
17194	PL25367	dioxg	Bilateria	pink	gut_bodywall
17195	PL25373	cyp4vl3	Eumetazoa	pink	gut_bodywall
17196	PL25376	unchar-18895	Parliv	pink	gut_bodywall
17197	PL25447	tmem20l	Eumetazoa	pink	gut_bodywall
17198	PL25471	maoa-1	Eumetazoa	pink	gut_bodywall
17199	PL25483	-	Eumetazoa	pink	gut_bodywall
17200	PL25492	rtbs-62	Eumetazoa	pink	gut_bodywall
17201	PL25500	tlr13-2	Eumetazoa	pink	gut_bodywall
17202	PL25510	ysm6-44	Eumetazoa	pink	gut_bodywall
17203	PL25513	mlrp1-14	Parliv	pink	gut_bodywall
17204	PL25569	map6-2	Eumetazoa	pink	gut_bodywall
17205	PL25572	unchar-12928	Eumetazoa	pink	gut_bodywall
17206	PL25595	unchar-20679	Parliv	pink	gut_bodywall
17207	PL25599	s1c2a-6	Eumetazoa	pink	gut_bodywall
17208	PL25635	rtbs-123	Eumetazoa	pink	gut_bodywall
17209	PL25636	cub-4	Eumetazoa	pink	gut_bodywall
17210	PL25641	siat7b	Deuterostomia	pink	gut_bodywall
17211	PL25674	ank1-14	Parliv	pink	gut_bodywall
17212	PL25703	slc3a1-3	Eumetazoa	pink	gut_bodywall
17213	PL25729	fmo5-4	Eumetazoa	pink	gut_bodywall
17214	PL25749	nalp3-4	Eumetazoa	pink	gut_bodywall
17215	PL25757	unchar-11171	Eumetazoa	pink	gut_bodywall
17216	PL25776	pol4-83	Eumetazoa	pink	gut_bodywall
17217	PL25781	s35g1-1	Parliv	pink	gut_bodywall
17218	PL25796	tlr4-3	Eumetazoa	pink	gut_bodywall
17219	PL25811	unchar-15264	Parliv	pink	gut_bodywall
17220	PL25828	unchar-15509	Parliv	pink	gut_bodywall
17221	PL25829	kctd21l	Eumetazoa	pink	gut_bodywall
17222	PL25852	unchar-18295	Parliv	pink	gut_bodywall
17223	PL25857	unchar-18297	Bilateria	pink	gut_bodywall
17224	PL25867	unchar-2853	Parliv	pink	gut_bodywall
17225	PL25876	mlrp2-14	Eumetazoa	pink	gut_bodywall
17226	PL25881	unchar-22863	Bilateria	pink	gut_bodywall
17227	PL25882	ysm6-55	Eumetazoa	pink	gut_bodywall
17228	PL25898	-	Eumetazoa	pink	gut_bodywall
17229	PL25952	s35g1-8	Parliv	pink	gut_bodywall
17230	PL25965	unchar-8065	Eumetazoa	pink	gut_bodywall
17231	PL25980	s35g1-7	Eumetazoa	pink	gut_bodywall
17232	PL25982	hnmtl-2	Eumetazoa	pink	gut_bodywall
17233	PL26012	tri56-38	Eumetazoa	pink	gut_bodywall
17234	PL26060	unchar-20531	Eumetazoa	pink	gut_bodywall
17235	PL26086	slsp-2	Eumetazoa	pink	gut_bodywall
17236	PL26092	unchar-18610	Eumetazoa	pink	gut_bodywall
17237	PL26109	ly-4	Eumetazoa	pink	gut_bodywall
17238	PL26117	unchar-18955	Eumetazoa	pink	gut_bodywall
17239	PL26118	nlgn4xl-2	Eumetazoa	pink	gut_bodywall
17240	PL26137	unchar-12504	Echinoidea	pink	gut_bodywall
17241	PL26152	unchar-6245	Bilateria	pink	gut_bodywall
17242	PL26154	co2-1	Eumetazoa	pink	gut_bodywall
17243	PL26185	bcl10	Bilateria	pink	gut_bodywall
17244	PL26187	-	Eumetazoa	pink	gut_bodywall
