s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	s1tot	s2tot	n	fishp	padj	scol
6710	PL13660	32159271	chrom8	6730	L_var_05179	72557664	chr2	2585	G	747	1448	705	0	0	S
6711	PL14173	32199537	chrom8	6731	L_var_05175	72478157	chr2	2582	G	747	1448	705	0	0	S
6712	PL13949	32229233	chrom8	6732	L_var_05174	72477788	chr2	2581	B2	747	1448	705	0	0	S
6713	PL14568	32256259	chrom8	6733	L_var_05171	72448217	chr2	2580	NA	747	1448	705	0	0	S
6714	PL13886	32410534	chrom8	6734	L_var_05450	79774291	chr2	2772	G	747	1448	705	0	0	S
6715	PL13313	32426448	chrom8	6735	L_var_05446	79618054	chr2	2769	G	747	1448	705	0	0	S
6716	PL15060	32655080	chrom8	6737	L_var_05451	79817950	chr2	2773	NA	747	1448	705	0	0	S
6717	PL14889	32725106	chrom8	6738	L_var_05459	79873499	chr2	2776	G	747	1448	705	0	0	S
6718	PL13840	32730291	chrom8	6739	L_var_05460	79917593	chr2	2777	G	747	1448	705	0	0	S
6719	PL15131	32790647	chrom8	6740	L_var_05461	79967702	chr2	2778	G	747	1448	705	0	0	S
6720	PL14867	32794544	chrom8	6741	L_var_05462	79979029	chr2	2779	G	747	1448	705	0	0	S
6721	PL14043	32805627	chrom8	6742	L_var_05463	80001417	chr2	2780	G	747	1448	705	0	0	S
6722	PL15214	32841618	chrom8	6743	L_var_05465	80046461	chr2	2781	G	747	1448	705	0	0	S
6723	PL15027	32862750	chrom8	6744	L_var_05466	80070813	chr2	2782	G	747	1448	705	0	0	S
6724	PL13766	32892345	chrom8	6745	L_var_05467	80104002	chr2	2783	NA	747	1448	705	0	0	S
6725	PL13874	32990560	chrom8	6746	L_var_05469	80141572	chr2	2784	J2	747	1448	705	0	0	S
6726	PL13770	33022821	chrom8	6747	L_var_05470	80166313	chr2	2785	G	747	1448	705	0	0	S
6727	PL14781	33095628	chrom8	6748	L_var_05472	80230634	chr2	2786	G	747	1448	705	0	0	S
6728	PL14969	33095682	chrom8	6749	L_var_05471	80236045	chr2	2787	G	747	1448	705	0	0	S
6729	PL13699	33129596	chrom8	6750	L_var_05473	80249816	chr2	2788	NA	747	1448	705	0	0	S
6730	PL13862	33143965	chrom8	6751	L_var_05236	74098650	chr2	2626	NA	747	1448	705	0	0	S
6731	PL14025	33144224	chrom8	6752	L_var_05474	80259756	chr2	2789	NA	747	1448	705	0	0	S
6732	PL15209	33251467	chrom8	6753	L_var_05237	74160270	chr2	2627	G	747	1448	705	0	0	S
6733	PL13910	33314864	chrom8	6754	L_var_04290	48138928	chr2	2089	G	747	1448	705	0	0	S
6734	PL13330	33438673	chrom8	6758	L_var_04824	63871433	chr2	2354	N	747	1448	705	0	0	S
6735	PL14581	33458745	chrom8	6759	L_var_04292	48196780	chr2	2090	NA	747	1448	705	0	0	S
6736	PL14034	33483415	chrom8	6760	L_var_04293	48221438	chr2	2091	NA	747	1448	705	0	0	S
6737	PL13511	33563719	chrom8	6763	L_var_05424	79062968	chr2	2753	G	747	1448	705	0	0	S
6738	PL14442	33596905	chrom8	6764	L_var_05428	79114833	chr2	2754	NA	747	1448	705	0	0	S
6739	PL14803	33633524	chrom8	6765	L_var_04943	66709558	chr2	2417	NA	747	1448	705	0	0	S
6740	PL14238	33650579	chrom8	6766	L_var_05053	69465627	chr2	2496	L	747	1448	705	0	0	S
6741	PL14559	33753187	chrom8	6767	L_var_04584	57160626	chr2	2259	NA	747	1448	705	0	0	S
6742	PL14567	33826529	chrom8	6768	L_var_05042	69264062	chr2	2489	NA	747	1448	705	0	0	S
6743	PL15261	34029497	chrom8	6769	L_var_05040	69213323	chr2	2488	G	747	1448	705	0	0	S
6744	PL14174	34080711	chrom8	6770	L_var_05039	69187685	chr2	2487	B1	747	1448	705	0	0	S
6745	PL14981	34122857	chrom8	6771	L_var_05038	69145377	chr2	2486	G	747	1448	705	0	0	S
6746	PL13964	34167584	chrom8	6772	L_var_05037	69109974	chr2	2485	G	747	1448	705	0	0	S
6747	PL14530	34171260	chrom8	6773	L_var_05034	69094508	chr2	2484	G	747	1448	705	0	0	S
6748	PL15187	34214403	chrom8	6774	L_var_05033	69059407	chr2	2483	G	747	1448	705	0	0	S
6749	PL15097	34222537	chrom8	6775	L_var_05032	69047670	chr2	2482	G	747	1448	705	0	0	S
6750	PL13497	34324599	chrom8	6776	L_var_05031	68994315	chr2	2481	G	747	1448	705	0	0	S
6751	PL13457	34326431	chrom8	6777	L_var_05030	68979028	chr2	2480	G	747	1448	705	0	0	S
6752	PL13460	34380158	chrom8	6778	L_var_05029	68925163	chr2	2479	G	747	1448	705	0	0	S
6753	PL14777	34382502	chrom8	6779	L_var_05028	68925092	chr2	2478	G	747	1448	705	0	0	S
6754	PL13601	34434836	chrom8	6780	L_var_05027	68851035	chr2	2477	G	747	1448	705	0	0	S
6755	PL14773	34711150	chrom8	6781	L_var_05026	68817187	chr2	2476	NA	747	1448	705	0	0	S
6756	PL14290	34743139	chrom8	6782	L_var_05025	68794066	chr2	2475	NA	747	1448	705	0	0	S
6757	PL13551	34771400	chrom8	6783	L_var_05023	68766402	chr2	2473	G	747	1448	705	0	0	S
6758	PL14035	34771971	chrom8	6784	L_var_05024	68772389	chr2	2474	K	747	1448	705	0	0	S
6759	PL14711	34810234	chrom8	6785	L_var_05022	68683334	chr2	2472	NA	747	1448	705	0	0	S
6760	PL15268	34918377	chrom8	6786	L_var_05020	68605791	chr2	2471	NA	747	1448	705	0	0	S
6761	PL14125	35008846	chrom8	6787	L_var_05016	68539301	chr2	2468	G	747	1448	705	0	0	S
6762	PL13369	35009138	chrom8	6788	L_var_05017	68545075	chr2	2469	G	747	1448	705	0	0	S
6763	PL15033	35021022	chrom8	6789	L_var_05015	68527490	chr2	2467	G	747	1448	705	0	0	S
6764	PL13909	35037965	chrom8	6790	L_var_05014	68508123	chr2	2466	NA	747	1448	705	0	0	S
6765	PL13393	35046027	chrom8	6791	L_var_04989	67898632	chr2	2448	E	747	1448	705	0	0	S
6766	PL14797	35094944	chrom8	6792	L_var_04990	67941177	chr2	2449	G	747	1448	705	0	0	S
6767	PL13941	35120343	chrom8	6793	L_var_04991	67987374	chr2	2450	G	747	1448	705	0	0	S
6768	PL14375	35138928	chrom8	6794	L_var_04992	68025552	chr2	2451	G	747	1448	705	0	0	S
6769	PL15148	35215843	chrom8	6795	L_var_04993	68076068	chr2	2452	NA	747	1448	705	0	0	S
6770	PL14780	35237059	chrom8	6796	L_var_04995	68101438	chr2	2453	G	747	1448	705	0	0	S
6771	PL15201	35303408	chrom8	6797	L_var_04996	68120616	chr2	2454	G	747	1448	705	0	0	S
6772	PL13582	35330223	chrom8	6798	L_var_04999	68189367	chr2	2455	NA	747	1448	705	0	0	S
6773	PL13698	35377217	chrom8	6799	L_var_05000	68212097	chr2	2456	B2	747	1448	705	0	0	S
6774	PL14926	35440465	chrom8	6800	L_var_05002	68254609	chr2	2458	K	747	1448	705	0	0	S
6775	PL13372	35498330	chrom8	6801	L_var_05004	68296086	chr2	2459	G	747	1448	705	0	0	S
6776	PL15330	35502361	chrom8	6802	L_var_05005	68302493	chr2	2460	F	747	1448	705	0	0	S
6777	PL13595	35549000	chrom8	6803	L_var_05006	68332732	chr2	2461	NA	747	1448	705	0	0	S
6778	PL14544	35550232	chrom8	6804	L_var_05009	68360084	chr2	2463	G	747	1448	705	0	0	S
6779	PL15155	35580511	chrom8	6805	L_var_05010	68389849	chr2	2464	G	747	1448	705	0	0	S
6780	PL14013	35678731	chrom8	6806	L_var_05012	68479958	chr2	2465	G	747	1448	705	0	0	S
6781	PL14507	35921615	chrom8	6808	L_var_04800	63283004	chr2	2339	NA	747	1448	705	0	0	S
6782	PL15280	35933248	chrom8	6809	L_var_04802	63295731	chr2	2340	NA	747	1448	705	0	0	S
6783	PL14923	35935182	chrom8	6810	L_var_04803	63302806	chr2	2341	G	747	1448	705	0	0	S
6784	PL14289	36029573	chrom8	6811	L_var_04804	63362610	chr2	2342	G	747	1448	705	0	0	S
6785	PL13975	36066400	chrom8	6812	L_var_04806	63397567	chr2	2343	G	747	1448	705	0	0	S
6786	PL14682	36110822	chrom8	6813	L_var_04807	63433781	chr2	2344	G	747	1448	705	0	0	S
6787	PL14965	36174682	chrom8	6814	L_var_04808	63442699	chr2	2345	NA	747	1448	705	0	0	S
6788	PL13482	36222544	chrom8	6815	L_var_04810	63530422	chr2	2346	K	747	1448	705	0	0	S
6789	PL14203	36348529	chrom8	6816	L_var_04683	60193262	chr2	2283	NA	747	1448	705	0	0	S
6790	PL14676	36470707	chrom8	6817	L_var_04681	60135228	chr2	2282	D	747	1448	705	0	0	S
6791	PL14246	36605406	chrom8	6818	L_var_04680	60072492	chr2	2281	J1	747	1448	705	0	0	S
6792	PL14728	36614594	chrom8	6819	L_var_04592	57324163	chr2	2262	NA	747	1448	705	0	0	S
6793	PL14547	36694211	chrom8	6820	L_var_04591	57281542	chr2	2261	NA	747	1448	705	0	0	S
6794	PL13931	36729898	chrom8	6821	L_var_04590	57224602	chr2	2260	G	747	1448	705	0	0	S
6795	PL14694	36737342	chrom8	6822	L_var_05051	69393116	chr2	2495	G	747	1448	705	0	0	S
6796	PL14888	36755353	chrom8	6823	L_var_05050	69388379	chr2	2494	G	747	1448	705	0	0	S
6797	PL14494	36766878	chrom8	6824	L_var_05048	69362938	chr2	2493	NA	747	1448	705	0	0	S
6798	PL13688	36790465	chrom8	6825	L_var_05046	69335357	chr2	2492	G	747	1448	705	0	0	S
6799	PL13339	36823890	chrom8	6826	L_var_05045	69327478	chr2	2491	NA	747	1448	705	0	0	S
6800	PL13925	36835975	chrom8	6827	L_var_05044	69304593	chr2	2490	NA	747	1448	705	0	0	S
6801	PL15170	36853692	chrom8	6828	L_var_04503	54165203	chr2	2227	H	747	1448	705	0	0	S
6802	PL15036	36938950	chrom8	6829	L_var_04505	54228962	chr2	2228	G	747	1448	705	0	0	S
6803	PL15118	37003806	chrom8	6831	L_var_04509	54304073	chr2	2229	M	747	1448	705	0	0	S
6804	PL15046	37028506	chrom8	6832	L_var_04510	54326274	chr2	2230	G	747	1448	705	0	0	S
6805	PL14896	37054137	chrom8	6833	L_var_04511	54329354	chr2	2231	NA	747	1448	705	0	0	S
6806	PL14928	37065567	chrom8	6834	L_var_04512	54341520	chr2	2232	G	747	1448	705	0	0	S
6807	PL14294	37077058	chrom8	6835	L_var_04513	54354906	chr2	2233	NA	747	1448	705	0	0	S
6808	PL14092	37099840	chrom8	6836	L_var_04514	54379786	chr2	2234	NA	747	1448	705	0	0	S
6809	PL14236	37264610	chrom8	6837	L_var_04515	54503752	chr2	2235	NA	747	1448	705	0	0	S
6810	PL14510	37305066	chrom8	6838	L_var_04519	54560058	chr2	2236	G	747	1448	705	0	0	S
6811	PL14032	37594177	chrom8	6839	L_var_04520	54823438	chr2	2237	G	747	1448	705	0	0	S
6812	PL15057	37788437	chrom8	6840	L_var_04521	54990583	chr2	2238	NA	747	1448	705	0	0	S
6813	PL14915	37876975	chrom8	6841	L_var_04523	55032131	chr2	2239	NA	747	1448	705	0	0	S
6814	PL14076	38000332	chrom8	6842	L_var_04526	55087166	chr2	2240	G	747	1448	705	0	0	S
6815	PL13463	38229342	chrom8	6844	L_var_04527	55149781	chr2	2241	NA	747	1448	705	0	0	S
6816	PL14031	38642022	chrom8	6845	L_var_04608	57965274	chr2	2264	G	747	1448	705	0	0	S
6817	PL14587	38849506	chrom8	6846	L_var_04610	58048498	chr2	2265	G	747	1448	705	0	0	S
6818	PL13614	38905830	chrom8	6847	L_var_04532	55323157	chr2	2242	G	747	1448	705	0	0	S
6819	PL14384	38923536	chrom8	6848	L_var_04612	58099228	chr2	2266	NA	747	1448	705	0	0	S
6820	PL14202	38960964	chrom8	6849	L_var_04535	55381075	chr2	2243	NA	747	1448	705	0	0	S
6821	PL14016	38991860	chrom8	6850	L_var_04614	58149061	chr2	2267	NA	747	1448	705	0	0	S
6822	PL15002	39018326	chrom8	6851	L_var_04541	55478835	chr2	2244	NA	747	1448	705	0	0	S
6823	PL15251	39379967	chrom8	6852	L_var_04621	58253125	chr2	2268	NA	747	1448	705	0	0	S
6824	PL15169	39572462	chrom8	6853	L_var_04544	55815978	chr2	2245	NA	747	1448	705	0	0	S
6825	PL14836	40292659	chrom8	6854	L_var_04197	45094989	chr2	2033	NA	747	1448	705	0	0	S
6826	PL15070	40464495	chrom8	6855	L_var_04627	58639338	chr2	2269	G	747	1448	705	0	0	S
6827	PL13929	40492156	chrom8	6856	L_var_04548	55960233	chr2	2246	NA	747	1448	705	0	0	S
6828	PL13592	40506062	chrom8	6857	L_var_04550	55985345	chr2	2247	G	747	1448	705	0	0	S
6829	PL14798	40509151	chrom8	6858	L_var_04551	55985790	chr2	2248	G	747	1448	705	0	0	S
6830	PL14932	40528924	chrom8	6859	L_var_04552	56001193	chr2	2249	G	747	1448	705	0	0	S
6831	PL14973	40540962	chrom8	6861	L_var_04553	56022152	chr2	2250	NA	747	1448	705	0	0	S
6832	PL15225	40594557	chrom8	6862	L_var_04636	58764592	chr2	2270	G	747	1448	705	0	0	S
6833	PL14110	40599847	chrom8	6863	L_var_04555	56064649	chr2	2251	G	747	1448	705	0	0	S
6834	PL13326	40615610	chrom8	6864	L_var_04637	58787886	chr2	2271	G	747	1448	705	0	0	S
6835	PL14345	40630117	chrom8	6865	L_var_04558	56125423	chr2	2252	G	747	1448	705	0	0	S
6836	PL15198	40630456	chrom8	6866	L_var_04638	58823333	chr2	2272	G	747	1448	705	0	0	S
6837	PL14726	40876483	chrom8	6867	L_var_04652	59313481	chr2	2275	G	747	1448	705	0	0	S
6838	PL14209	40877470	chrom8	6868	L_var_04651	59296916	chr2	2274	G	747	1448	705	0	0	S
6839	PL13305	41024876	chrom8	6869	L_var_04656	59474339	chr2	2276	NA	747	1448	705	0	0	S
6840	PL13526	41211154	chrom8	6870	L_var_04571	56813860	chr2	2253	NA	747	1448	705	0	0	S
6841	PL15204	41300493	chrom8	6871	L_var_04658	59626182	chr2	2277	NA	747	1448	705	0	0	S
6842	PL15053	41423320	chrom8	6872	L_var_04574	56922833	chr2	2254	G	747	1448	705	0	0	S
6843	PL13501	41503869	chrom8	6873	L_var_04968	67389189	chr2	2431	G	747	1448	705	0	0	S
6844	PL14440	41618519	chrom8	6874	L_var_04967	67311423	chr2	2430	NA	747	1448	705	0	0	S
6845	PL13959	41628305	chrom8	6875	L_var_04965	67266852	chr2	2428	NA	747	1448	705	0	0	S
6846	PL13796	41651569	chrom8	6876	L_var_04966	67283239	chr2	2429	C1	747	1448	705	0	0	S
6847	PL14576	41727657	chrom8	6877	L_var_05167	72377132	chr2	2577	NA	747	1448	705	0	0	S
6848	PL13680	41753956	chrom8	6878	L_var_04953	67035185	chr2	2421	NA	747	1448	705	0	0	S
6849	PL14736	41795117	chrom8	6879	L_var_04306	48590182	chr2	2095	G	747	1448	705	0	0	S
6850	PL14647	41807058	chrom8	6880	L_var_04307	48604836	chr2	2096	G	747	1448	705	0	0	S
6851	PL15208	41839195	chrom8	6881	L_var_04957	67125109	chr2	2424	G	747	1448	705	0	0	S
6852	PL13570	41842580	chrom8	6882	L_var_05199	73054077	chr2	2600	NA	747	1448	705	0	0	S
6853	PL15180	41876128	chrom8	6883	L_var_04958	67142337	chr2	2425	Q	747	1448	705	0	0	S
6854	PL13756	41951091	chrom8	6884	L_var_04959	67147521	chr2	2426	NA	747	1448	705	0	0	S
6855	PL15016	42029289	chrom8	6885	L_var_04954	67084048	chr2	2422	G	747	1448	705	0	0	S
6856	PL14351	42074487	chrom8	6886	L_var_04963	67240609	chr2	2427	NA	747	1448	705	0	0	S
6857	PL14314	42086046	chrom8	6887	L_var_04956	67107301	chr2	2423	G	747	1448	705	0	0	S
6858	PL14789	42614159	chrom8	6888	L_var_05422	79005565	chr2	2752	G	747	1448	705	0	0	S
6859	PL13985	42707482	chrom8	6889	L_var_04817	63734024	chr2	2349	NA	747	1448	705	0	0	S
6860	PL14272	42983612	chrom8	6890	L_var_05503	81239573	chr2	2809	NA	747	1448	705	0	0	S
6861	PL13350	43043208	chrom8	6891	L_var_05501	81209092	chr2	2808	NA	747	1448	705	0	0	S
6862	PL13838	43131034	chrom8	6892	L_var_05500	81178176	chr2	2807	NA	747	1448	705	0	0	S
6863	PL15012	43141329	chrom8	6893	L_var_05499	81177434	chr2	2806	G	747	1448	705	0	0	S
6864	PL13315	43169218	chrom8	6894	L_var_05498	81126894	chr2	2805	G	747	1448	705	0	0	S
6865	PL14933	43194493	chrom8	6895	L_var_05497	81114948	chr2	2803	G	747	1448	705	0	0	S
6866	PL14864	43194737	chrom8	6896	L_var_05496	81114994	chr2	2804	G	747	1448	705	0	0	S
6867	PL14902	43248816	chrom8	6897	L_var_05494	81087733	chr2	2802	NA	747	1448	705	0	0	S
6868	PL14672	43304105	chrom8	6898	L_var_05493	81072359	chr2	2801	NA	747	1448	705	0	0	S
6869	PL13830	43325186	chrom8	6899	L_var_05492	81051008	chr2	2800	NA	747	1448	705	0	0	S
6870	PL14417	43524044	chrom8	6900	L_var_05490	80912930	chr2	2799	G	747	1448	705	0	0	S
6871	PL13869	43524136	chrom8	6901	L_var_05489	80912709	chr2	2798	G	747	1448	705	0	0	S
6872	PL13348	43647827	chrom8	6902	L_var_05487	80754085	chr2	2797	G	747	1448	705	0	0	S
6873	PL14593	43796500	chrom8	6903	L_var_05484	80556396	chr2	2796	NA	747	1448	705	0	0	S
6874	PL15015	43896013	chrom8	6904	L_var_05483	80543015	chr2	2795	G	747	1448	705	0	0	S
6875	PL15087	43944589	chrom8	6905	L_var_05482	80523992	chr2	2794	G	747	1448	705	0	0	S
6876	PL13709	43995675	chrom8	6906	L_var_05449	79770351	chr2	2771	NA	747	1448	705	0	0	S
6877	PL15076	44203683	chrom8	6907	L_var_04896	65370857	chr2	2391	G	747	1448	705	0	0	S
6878	PL15000	44348534	chrom8	6908	L_var_04900	65523643	chr2	2392	G	747	1448	705	0	0	S
6879	PL14301	44433513	chrom8	6909	L_var_04901	65602006	chr2	2393	NA	747	1448	705	0	0	S
6880	PL13433	44454204	chrom8	6910	L_var_04903	65609535	chr2	2395	G	747	1448	705	0	0	S
6881	PL14277	44479469	chrom8	6911	L_var_04904	65633638	chr2	2396	G	747	1448	705	0	0	S
6882	PL13484	44479817	chrom8	6912	L_var_04882	65178053	chr2	2388	O2	747	1448	705	0	0	S
6883	PL14894	44525389	chrom8	6913	L_var_04884	65234739	chr2	2389	NA	747	1448	705	0	0	S
6884	PL14136	44584257	chrom8	6914	L_var_04917	66084546	chr2	2403	K	747	1448	705	0	0	S
6885	PL13958	44627069	chrom8	6915	L_var_04916	66047909	chr2	2402	NA	747	1448	705	0	0	S
6886	PL15111	36960125	chrom8	6830	L_var_07214	54630299	chr3	3860	NA	747	1317	1	1	1	NS
6887	PL14502	2358229	chrom8	6208	L_var_08354	17916233	chr4	4389	NA	747	601	2	0.999999999999935	1	NS
6888	PL13678	18973707	chrom8	6485	L_var_09601	56619502	chr4	4794	NA	747	601	2	0.999999999999935	1	NS
6889	PL13347	4536714	chrom8	6238	L_var_11026	35868372	chr5	5380	NA	747	654	1	1	1	NS
6890	PL13613	1667708	chrom8	6200	L_var_12558	36804257	chr6	5794	NA	747	319	3	0.999997569748631	1	NS
6891	PL14432	4913194	chrom8	6239	L_var_12493	34545695	chr6	5788	NA	747	319	3	0.999997569748631	1	NS
6892	PL15264	17797929	chrom8	6474	L_var_12882	46406317	chr6	5851	NA	747	319	3	0.999997569748631	1	NS
6893	PL13612	9311358	chrom8	6301	L_var_14058	35995107	chr7	6636	NA	747	999	2	1	1	NS
6894	PL14963	23521769	chrom8	6577	L_var_14045	35678006	chr7	6628	G	747	999	2	1	1	NS
6895	PL14207	5386407	chrom8	6251	L_var_16541	25273561	chr9	7525	NA	747	363	1	0.999999998975577	1	NS
6896	PL13714	618096	chrom8	6182	L_var_17387	14886750	chr10	7864	NA	747	689	2	0.999999999999999	1	NS
6897	PL13947	9094288	chrom8	6298	L_var_17186	8332856	chr10	7757	B2	747	689	2	0.999999999999999	1	NS
6898	PL13512	17795060	chrom8	6473	L_var_18503	10763772	chr11	8502	NA	747	553	1	0.999999999999975	1	NS
6899	PL15098	2800840	chrom8	6217	L_var_19352	1085408	chr12	8923	NA	747	609	2	0.999999999999958	1	NS
6900	PL15160	20322721	chrom8	6517	L_var_19607	9377705	chr12	9054	NA	747	609	2	0.999999999999958	1	NS
6901	PL14707	12356796	chrom8	6359	L_var_20510	3853255	chr13	9581	NA	747	485	3	0.999999999509006	1	NS
6902	PL14878	12367002	chrom8	6360	L_var_20512	3867529	chr13	9583	NA	747	485	3	0.999999999509006	1	NS
6903	PL13675	12427526	chrom8	6361	L_var_20511	3861432	chr13	9582	NA	747	485	3	0.999999999509006	1	NS
6904	PL14906	27589383	chrom8	6635	L_var_21634	1913556	chr14	10046	NA	747	501	3	0.999999999785576	1	NS
6905	PL14704	28302669	chrom8	6645	L_var_22539	27858644	chr14	10463	NA	747	501	3	0.999999999785576	1	NS
6906	PL14412	33550253	chrom8	6762	L_var_21975	11329097	chr14	10177	NA	747	501	3	0.999999999785576	1	NS
6907	PL14823	16436280	chrom8	6447	L_var_22792	3114583	chr15	10575	NA	747	538	1	0.999999999999942	1	NS
6908	PL14541	8154075	chrom8	6273	L_var_24765	821633	chr17	11601	NA	747	445	5	0.99999975894523	1	NS
6909	PL13855	26167281	chrom8	6623	L_var_25639	27551896	chr17	12001	M	747	445	5	0.99999975894523	1	NS
6910	PL14827	29985046	chrom8	6687	L_var_24838	3143699	chr17	11635	NA	747	445	5	0.99999975894523	1	NS
6911	PL15092	30295159	chrom8	6698	L_var_25169	13819155	chr17	11827	C1	747	445	5	0.99999975894523	1	NS
6912	PL14134	35896194	chrom8	6807	L_var_25326	18478086	chr17	11887	NA	747	445	5	0.99999975894523	1	NS
6913	PL13475	10314243	chrom8	6315	L_var_26845	10545162	chr19	12642	G	747	334	3	0.999998862023893	1	NS
6914	PL14837	22044000	chrom8	6545	L_var_26772	8361522	chr19	12615	NA	747	334	3	0.999998862023893	1	NS
6915	PL13792	33517755	chrom8	6761	L_var_26914	13421874	chr19	12683	D	747	334	3	0.999998862023893	1	NS
6916	PL20471	20098674	chrom9	7126	L_var_02451	82604836	chr1	1175	NA	453	1390	2	1	1	NS
6917	PL19712	30109863	chrom9	7263	L_var_02403	81197472	chr1	1146	B3	453	1390	2	1	1	NS
6918	PL20584	24526181	chrom9	7193	L_var_03121	9044061	chr2	1561	F	453	1448	2	1	1	NS
6919	PL20583	25302592	chrom9	7206	L_var_03319	15645715	chr2	1641	NA	453	1448	2	1	1	NS
6920	PL20516	9183995	chrom9	7012	L_var_07318	58676817	chr3	3929	NA	453	1317	2	1	1	NS
6921	PL19631	25255071	chrom9	7205	L_var_06383	26023106	chr3	3354	H	453	1317	2	1	1	NS
6922	PL19722	6859958	chrom9	6988	L_var_09458	51630726	chr4	4748	NA	453	601	1	0.999999999097427	1	NS
6923	PL19880	3986540	chrom9	6955	L_var_10569	19329664	chr5	5207	NA	453	654	5	0.999997738316552	1	NS
6924	PL20095	22426216	chrom9	7164	L_var_10173	8128160	chr5	4987	NA	453	654	5	0.999997738316552	1	NS
6925	PL20539	24373588	chrom9	7192	L_var_10193	8984803	chr5	5001	NA	453	654	5	0.999997738316552	1	NS
6926	PL20743	36362253	chrom9	7330	L_var_11256	42274109	chr5	5455	E	453	654	5	0.999997738316552	1	NS
6927	PL19498	41121263	chrom9	7367	L_var_10116	6014965	chr5	4957	C1	453	654	5	0.999997738316552	1	NS
6928	PL19337	32674323	chrom9	7288	L_var_11985	17353162	chr6	5654	NA	453	319	2	0.999824340178314	1	NS
6929	PL19960	39902091	chrom9	7354	L_var_12166	22981772	chr6	5724	NA	453	319	2	0.999824340178314	1	NS
6930	PL19343	25106050	chrom9	7202	L_var_13011	2088031	chr7	5917	NA	453	999	1	0.999999999999998	1	NS
6931	PL19069	17879284	chrom9	7093	L_var_15763	43089807	chr8	7272	O2	453	382	5	0.996812005114353	1	NS
6932	PL19627	20181226	chrom9	7127	L_var_15108	23476576	chr8	7073	NA	453	382	5	0.996812005114353	1	NS
6933	PL20523	26837451	chrom9	7228	L_var_15089	22813770	chr8	7069	I	453	382	5	0.996812005114353	1	NS
6934	PL19460	34943794	chrom9	7317	L_var_15313	28830490	chr8	7122	N	453	382	5	0.996812005114353	1	NS
6935	PL20116	40482007	chrom9	7364	L_var_14580	6998129	chr8	6919	NA	453	382	5	0.996812005114353	1	NS
6936	PL19216	29169522	chrom9	7261	L_var_15832	1835784	chr9	7282	NA	453	363	2	0.999956697704413	1	NS
6937	PL20139	31417619	chrom9	7269	L_var_16538	25251365	chr9	7523	NA	453	363	2	0.999956697704413	1	NS
6938	PL19981	36002426	chrom9	7325	L_var_16995	1949761	chr10	7660	NA	453	689	1	0.999999999953721	1	NS
6939	PL20311	41422368	chrom9	7368	L_var_18501	10718265	chr11	8500	L	453	553	1	0.999999995400027	1	NS
6940	PL20067	7495687	chrom9	6995	L_var_19611	9414931	chr12	9055	NA	453	609	2	0.999999984202994	1	NS
6941	PL20711	9028467	chrom9	7008	L_var_19735	12889966	chr12	9124	NA	453	609	2	0.999999984202994	1	NS
6942	PL20304	25305688	chrom9	7207	L_var_21478	32931857	chr13	9960	NA	453	485	3	0.999992033009671	1	NS
6943	PL19185	37276162	chrom9	7340	L_var_20961	17762804	chr13	9758	NA	453	485	3	0.999992033009671	1	NS
6944	PL20697	40407610	chrom9	7363	L_var_20438	2050398	chr13	9551	NA	453	485	3	0.999992033009671	1	NS
6945	PL19757	23949514	chrom9	7180	L_var_21855	8185393	chr14	10119	NA	453	501	1	0.999999972969868	1	NS
6946	PL20202	3796424	chrom9	6954	L_var_23139	13266392	chr15	10763	NA	453	538	1	0.999999992338733	1	NS
6947	PL19104	8038649	chrom9	7005	L_var_24711	30779271	chr16	11577	NA	453	505	2	0.999999547135839	1	NS
6948	PL20720	24554509	chrom9	7194	L_var_23751	1418751	chr16	11096	NA	453	505	2	0.999999547135839	1	NS
6949	PL20525	274651	chrom9	6916	L_var_24936	6401907	chr17	11693	NA	453	445	418	0	0	S
6950	PL19423	314883	chrom9	6917	L_var_24906	5395824	chr17	11677	J2	453	445	418	0	0	S
6951	PL19116	352942	chrom9	6918	L_var_24907	5434309	chr17	11678	J2	453	445	418	0	0	S
6952	PL20861	380863	chrom9	6919	L_var_24908	5436630	chr17	11679	J2	453	445	418	0	0	S
6953	PL20397	450067	chrom9	6920	L_var_24911	5487847	chr17	11680	C1	453	445	418	0	0	S
6954	PL20205	509624	chrom9	6921	L_var_24912	5564105	chr17	11681	C1	453	445	418	0	0	S
6955	PL20164	585122	chrom9	6922	L_var_24978	7533912	chr17	11723	J2	453	445	418	0	0	S
6956	PL19075	638375	chrom9	6923	L_var_24979	7563279	chr17	11724	NA	453	445	418	0	0	S
6957	PL19603	684401	chrom9	6924	L_var_24980	7612572	chr17	11725	B1	453	445	418	0	0	S
6958	PL19280	1180385	chrom9	6925	L_var_24981	7649066	chr17	11726	E	453	445	418	0	0	S
6959	PL20160	1276955	chrom9	6926	L_var_24983	7712995	chr17	11727	NA	453	445	418	0	0	S
6960	PL19716	1372255	chrom9	6927	L_var_24999	8153391	chr17	11740	I	453	445	418	0	0	S
6961	PL19985	1388146	chrom9	6928	L_var_24898	5220437	chr17	11671	J2	453	445	418	0	0	S
6962	PL20030	1425088	chrom9	6929	L_var_24899	5255260	chr17	11672	NA	453	445	418	0	0	S
