s1g	s1gp	s1chr	s1gi	s2g	s2gp	s2chr	s2gi	clg	CLG2
BL23568	13568991	BFL_9	4449	g148146	25678095	scaffold_3	5018	CLGK	CLGK
BL23589	13864075	BFL_9	4455	g151876	41428125	scaffold_3	5155	CLGK	CLGK
BL06683	14917377	BFL_9	4477	g144505	9234032	scaffold_3	4864	CLGK	CLGK
BL06552	17097675	BFL_9	4487	g150119	34332393	scaffold_3	5091	CLGK	CLGK
BL06562	17217151	BFL_9	4490	g150490	35838927	scaffold_3	5107	CLGK	CLGK
BL06606	17989524	BFL_9	4500	g150078	34047792	scaffold_3	5088	CLGK	CLGK
BL06612	18106363	BFL_9	4501	g150025	33757316	scaffold_3	5085	CLGK	CLGK
BL13673	19481215	BFL_9	4518	g143707	5286780	scaffold_3	4838	CLGK	CLGK
BL08385	22660271	BFL_9	4592	g145659	14953082	scaffold_3	4914	CLGK	CLGK
BL23551	13246517	BFL_9	4443	g63872	29996526	scaffold_15	5506	CLGK	CLGK
BL13595	20634486	BFL_9	4536	g58545	6606668	scaffold_15	5238	CLGK	CLGK
BL00040	24521614	BFL_9	4615	g63677	29080910	scaffold_15	5490	CLGK	CLGK
BL08827	2599217	BFL_9	4281	g119350	25903374	scaffold_1	5930	CLGK	CLGK
BL20991	7669992	BFL_9	4335	g121425	35556942	scaffold_1	5995	CLGK	CLGK
BL13697	19181205	BFL_9	4516	g120495	31422580	scaffold_1	5970	CLGK	CLGK
BL13587	20804729	BFL_9	4543	g121860	37908094	scaffold_1	6012	CLGK	CLGK
BL20817	4381010	BFL_9	4295	g47098	1446888	scaffold_14	6045	CLGK	CLGK
BL20878	5170899	BFL_9	4305	g51003	16711449	scaffold_14	6099	CLGK	CLGK
BL23571	13579882	BFL_9	4451	g50439	14115154	scaffold_14	6088	CLGK	CLGK
BL23588	13857722	BFL_9	4454	g55534	36013252	scaffold_14	6168	CLGK	CLGK
BL06528	16520285	BFL_9	4479	g56091	38249487	scaffold_14	6183	CLGK	CLGK
BL13514	21727432	BFL_9	4575	g55209	34690202	scaffold_14	6161	CLGK	CLGK
BL08381	22640108	BFL_9	4590	g52202	21532433	scaffold_14	6117	CLGK	CLGK
BL16345	3065145	BFL_9	4284	g171917	29333914	scaffold_5	6428	CLGK	CLGK
BL20804	4225411	BFL_9	4293	g173204	34428825	scaffold_5	6468	CLGK	CLGK
BL23377	10184944	BFL_9	4377	g165907	2565601	scaffold_5	6211	CLGK	CLGK
BL01844	1995206	BFL_9	4277	g25403	769839	scaffold_12	6497	CLGK	CLGK
BL20925	6246064	BFL_9	4311	g33025	33984281	scaffold_12	6750	CLGK	CLGK
BL21022	8213067	BFL_9	4346	g31257	26037939	scaffold_12	6680	CLGK	CLGK
BL04732	7243686	BFL_9	4325	g210518	16925206	scaffold_9	6911	CLGK	CLGK
BL23311	8778017	BFL_9	4349	g212038	23760907	scaffold_9	6977	CLGK	CLGK
BL23538	12949778	BFL_9	4436	g206845	1405379	scaffold_9	6782	CLGK	CLGK
BL06638	18521706	BFL_9	4505	g206846	1421597	scaffold_9	6783	CLGK	CLGK
BL13705	19005543	BFL_9	4512	g212339	24940897	scaffold_9	6990	CLGK	CLGK
BL13667	19535352	BFL_9	4520	g209061	10837761	scaffold_9	6845	CLGK	CLGK
BL13635	20117268	BFL_9	4524	g208961	10427183	scaffold_9	6844	CLGK	CLGK
BL13598	20605056	BFL_9	4535	g207999	6245236	scaffold_9	6807	CLGK	CLGK
BL08413	23087692	BFL_9	4602	g211159	19938895	scaffold_9	6940	CLGK	CLGK
BL00054	24216931	BFL_9	4610	g209535	12777212	scaffold_9	6870	CLGK	CLGK
BL23608	14135737	BFL_9	4461	g44497	28000356	scaffold_13	7169	CLGK	CLGK
BL17558	16356257	BFL_9	4478	g41053	15149789	scaffold_13	7117	CLGK	CLGK
BL13664	19568199	BFL_9	4521	g45730	33052781	scaffold_13	7185	CLGK	CLGK
BL08416	23180766	BFL_9	4603	g204099	31656107	scaffold_8	7410	CLGK	CLGK
BL23466	11900956	BFL_9	4402	g181282	23651133	scaffold_6	7541	CLGK	CLGK
BL08447	5959204	BFL_10	4657	g91786	12472890	scaffold_18	116	CLGB	CLGB
BL08469	6036297	BFL_10	4659	g91789	12487738	scaffold_18	117	CLGB	CLGB
BL12675	11940609	BFL_10	4759	g96437	35809611	scaffold_18	412	CLGB	CLGB
BL04291	15572644	BFL_10	4809	g90685	7366284	scaffold_18	54	CLGB	CLGB
BL16224	20649524	BFL_10	4877	g96215	34804379	scaffold_18	400	CLGB	CLGB
BL04432	13162630	BFL_10	4775	g127636	923759	scaffold_2	683	CLGB	CLGB
BL04197	23293698	BFL_10	4903	g134541	36058803	scaffold_2	1050	CLGB	CLGB
BL00728	1411345	BFL_10	4628	g163566	49449450	scaffold_4	1930	CLGB	CLGB
BL00729	1419711	BFL_10	4629	g161482	38248218	scaffold_4	1812	CLGB	CLGB
BL08476	6152138	BFL_10	4661	g159734	29672098	scaffold_4	1692	CLGB	CLGB
BL17223	7327015	BFL_10	4680	g156924	15603860	scaffold_4	1484	CLGB	CLGB
BL17236	7631420	BFL_10	4687	g157714	19353721	scaffold_4	1553	CLGB	CLGB
BL12696	11580784	BFL_10	4755	g163543	49344726	scaffold_4	1926	CLGB	CLGB
BL16999	17479164	BFL_10	4837	g161988	40932208	scaffold_4	1845	CLGB	CLGB
BL17061	18574923	BFL_10	4854	g161637	39128709	scaffold_4	1823	CLGB	CLGB
BL17062	18597520	BFL_10	4855	g161626	39032429	scaffold_4	1822	CLGB	CLGB
BL23076	19251367	BFL_10	4866	g163312	48084169	scaffold_4	1913	CLGB	CLGB
BL17311	9283743	BFL_10	4712	g71905	22217549	scaffold_16	2234	CLGB	CLGB
BL04295	15482320	BFL_10	4808	g73137	29193329	scaffold_16	2324	CLGB	CLGB
BL04271	16142431	BFL_10	4818	g74210	33857989	scaffold_16	2384	CLGB	CLGB
BL17039	18243079	BFL_10	4842	g69118	7986100	scaffold_16	2071	CLGB	CLGB
BL17040	18247035	BFL_10	4843	g69116	7981194	scaffold_16	2070	CLGB	CLGB
BL23068	19547485	BFL_10	4869	g68134	2655311	scaffold_16	2006	CLGB	CLGB
BL16183	19631776	BFL_10	4870	g69566	10435972	scaffold_16	2099	CLGB	CLGB
BL04198	23310305	BFL_10	4904	g71611	20925294	scaffold_16	2211	CLGB	CLGB
BL04202	23393829	BFL_10	4905	g71612	20930695	scaffold_16	2212	CLGB	CLGB
BL10529	4338774	BFL_10	4647	g107982	25269385	scaffold_19	2809	CLGB	CLGB
BL08454	6209546	BFL_10	4663	g109926	34285703	scaffold_19	2889	CLGB	CLGB
BL17255	8074645	BFL_10	4691	g111231	41253014	scaffold_19	2970	CLGB	CLGB
BL18889	12927498	BFL_10	4771	g108831	29751323	scaffold_19	2850	CLGB	CLGB
BL04438	13081519	BFL_10	4772	g109805	33651173	scaffold_19	2886	CLGB	CLGB
BL16213	20373728	BFL_10	4875	g110667	38397572	scaffold_19	2939	CLGB	CLGB
BL17256	8101788	BFL_10	4692	g17767	21766995	scaffold_11	3272	CLGB	CLGB
BL17283	9836262	BFL_10	4724	g14715	7069848	scaffold_11	3134	CLGB	CLGB
BL04437	13106606	BFL_10	4773	g18829	26104356	scaffold_11	3326	CLGB	CLGB
BL04412	13757850	BFL_10	4778	g20327	33119964	scaffold_11	3385	CLGB	CLGB
BL04282	15821989	BFL_10	4812	g23361	46083842	scaffold_11	3479	CLGB	CLGB
BL16083	3326231	BFL_10	4635	g191437	31790591	scaffold_7	3833	CLGB	CLGB
BL12735	11101271	BFL_10	4742	g189922	24486311	scaffold_7	3742	CLGB	CLGB
BL12650	12418214	BFL_10	4762	g193722	41704528	scaffold_7	3932	CLGB	CLGB
BL04436	13119248	BFL_10	4774	g193650	41338689	scaffold_7	3931	CLGB	CLGB
BL08300	4101698	BFL_10	4645	g5260	15913584	scaffold_10	4078	CLGB	CLGB
BL04312	15232867	BFL_10	4803	g10572	38704319	scaffold_10	4323	CLGB	CLGB
BL16199	20205736	BFL_10	4873	g10963	40859908	scaffold_10	4352	CLGB	CLGB
BL04195	23253377	BFL_10	4902	g9877	35327812	scaffold_10	4291	CLGB	CLGB
BL04371	14402725	BFL_10	4794	g81705	10282807	scaffold_17	4467	CLGB	CLGB
BL17204	6926302	BFL_10	4669	g146174	17222587	scaffold_3	4936	CLGB	CLGB
BL17211	7022924	BFL_10	4674	g143293	3276682	scaffold_3	4817	CLGB	CLGB
BL12731	11132690	BFL_10	4744	g145667	14997724	scaffold_3	4915	CLGB	CLGB
BL12730	11136958	BFL_10	4745	g150287	35055157	scaffold_3	5099	CLGB	CLGB
BL18778	11143971	BFL_10	4746	g150283	35033822	scaffold_3	5098	CLGB	CLGB
BL12641	12580340	BFL_10	4767	g143244	2982654	scaffold_3	4814	CLGB	CLGB
BL04355	14561476	BFL_10	4799	g144142	7638320	scaffold_3	4857	CLGB	CLGB
BL04235	16784577	BFL_10	4825	g147818	24129897	scaffold_3	5001	CLGB	CLGB
BL23081	19164420	BFL_10	4865	g146849	20120674	scaffold_3	4957	CLGB	CLGB
BL16193	20072668	BFL_10	4872	g150501	35861567	scaffold_3	5108	CLGB	CLGB
BL04177	22446438	BFL_10	4899	g147969	24838665	scaffold_3	5005	CLGB	CLGB
BL08734	2557899	BFL_10	4630	g60674	14965824	scaffold_15	5311	CLGB	CLGB
BL17292	9658934	BFL_10	4719	g59363	9494255	scaffold_15	5257	CLGB	CLGB
BL16091	3455140	BFL_10	4638	g118752	23024625	scaffold_1	5905	CLGB	CLGB
BL17329	9040536	BFL_10	4702	g117680	18021088	scaffold_1	5850	CLGB	CLGB
BL12660	12306399	BFL_10	4760	g122309	40080906	scaffold_1	6024	CLGB	CLGB
BL17065	18756470	BFL_10	4858	g118414	21433410	scaffold_1	5893	CLGB	CLGB
BL18916	23859128	BFL_10	4908	g113388	1303584	scaffold_1	5675	CLGB	CLGB
BL08290	3782058	BFL_10	4642	g55475	35723649	scaffold_14	6166	CLGB	CLGB
BL17290	9670858	BFL_10	4720	g50502	14398185	scaffold_14	6092	CLGB	CLGB
BL12741	10928605	BFL_10	4738	g53029	25539706	scaffold_14	6130	CLGB	CLGB
BL12700	11538693	BFL_10	4754	g55081	34158603	scaffold_14	6158	CLGB	CLGB
BL12249	21965060	BFL_10	4895	g49205	9026341	scaffold_14	6069	CLGB	CLGB
BL17215	7183862	BFL_10	4676	g171107	25557699	scaffold_5	6398	CLGB	CLGB
BL17228	7374136	BFL_10	4683	g174249	38883361	scaffold_5	6490	CLGB	CLGB
BL17013	17664754	BFL_10	4840	g169854	19863736	scaffold_5	6346	CLGB	CLGB
BL12623	645016	BFL_10	4620	g27550	10288347	scaffold_12	6564	CLGB	CLGB
BL12628	779616	BFL_10	4621	g30629	23238488	scaffold_12	6658	CLGB	CLGB
BL12629	793063	BFL_10	4622	g31458	26822498	scaffold_12	6689	CLGB	CLGB
BL12630	811432	BFL_10	4623	g31296	26192259	scaffold_12	6682	CLGB	CLGB
BL10935	876787	BFL_10	4624	g28585	14438998	scaffold_12	6592	CLGB	CLGB
BL10934	990270	BFL_10	4625	g29577	18500122	scaffold_12	6613	CLGB	CLGB
BL10926	1062776	BFL_10	4626	g30760	23805710	scaffold_12	6663	CLGB	CLGB
BL10925	1122062	BFL_10	4627	g31851	28291547	scaffold_12	6708	CLGB	CLGB
BL16055	2812500	BFL_10	4631	g30010	20629303	scaffold_12	6630	CLGB	CLGB
BL16057	2906394	BFL_10	4632	g32160	29615246	scaffold_12	6723	CLGB	CLGB
BL16059	2956186	BFL_10	4633	g30824	24122930	scaffold_12	6667	CLGB	CLGB
BL16082	3314277	BFL_10	4634	g31877	28386625	scaffold_12	6711	CLGB	CLGB
BL16084	3337779	BFL_10	4636	g29368	17662044	scaffold_12	6609	CLGB	CLGB
BL16090	3426002	BFL_10	4637	g26344	5132319	scaffold_12	6527	CLGB	CLGB
BL16092	3510368	BFL_10	4639	g30797	23983285	scaffold_12	6665	CLGB	CLGB
BL22841	3761103	BFL_10	4640	g30635	23263452	scaffold_12	6659	CLGB	CLGB
BL08306	3768085	BFL_10	4641	g30636	23267198	scaffold_12	6660	CLGB	CLGB
BL08292	3866723	BFL_10	4643	g30442	22484059	scaffold_12	6645	CLGB	CLGB
BL08299	4022569	BFL_10	4644	g33379	35703253	scaffold_12	6760	CLGB	CLGB
BL08303	4261660	BFL_10	4646	g31545	27182507	scaffold_12	6697	CLGB	CLGB
BL10522	4554071	BFL_10	4648	g29591	18547009	scaffold_12	6614	CLGB	CLGB
BL10516	4694794	BFL_10	4649	g33440	36078764	scaffold_12	6762	CLGB	CLGB
BL02347	5006431	BFL_10	4650	g31744	27861341	scaffold_12	6704	CLGB	CLGB
BL02348	5019639	BFL_10	4651	g31742	27850842	scaffold_12	6703	CLGB	CLGB
BL02351	5094136	BFL_10	4653	g30270	21754113	scaffold_12	6637	CLGB	CLGB
BL02359	5333119	BFL_10	4654	g29156	16833850	scaffold_12	6603	CLGB	CLGB
BL02361	5370684	BFL_10	4655	g29141	16761798	scaffold_12	6601	CLGB	CLGB
BL02362	5380663	BFL_10	4656	g32731	32594474	scaffold_12	6739	CLGB	CLGB
BL25430	6308021	BFL_10	4666	g31718	27706386	scaffold_12	6702	CLGB	CLGB
BL17193	6464114	BFL_10	4667	g33126	34444414	scaffold_12	6752	CLGB	CLGB
BL17199	6568056	BFL_10	4668	g30195	21438149	scaffold_12	6636	CLGB	CLGB
BL17208	7000940	BFL_10	4671	g32176	29760514	scaffold_12	6724	CLGB	CLGB
BL17209	7009282	BFL_10	4672	g31093	25382212	scaffold_12	6673	CLGB	CLGB
BL17210	7016516	BFL_10	4673	g26629	6406874	scaffold_12	6537	CLGB	CLGB
BL17212	7049953	BFL_10	4675	g32001	28872505	scaffold_12	6717	CLGB	CLGB
BL17217	7222759	BFL_10	4677	g26906	7637037	scaffold_12	6542	CLGB	CLGB
BL17219	7250992	BFL_10	4678	g31582	27298899	scaffold_12	6700	CLGB	CLGB
BL17224	7350012	BFL_10	4681	g32981	33611771	scaffold_12	6747	CLGB	CLGB
BL17230	7523573	BFL_10	4684	g28603	14507404	scaffold_12	6595	CLGB	CLGB
BL17232	7586176	BFL_10	4685	g34013	38478797	scaffold_12	6774	CLGB	CLGB
BL17233	7608392	BFL_10	4686	g34012	38477485	scaffold_12	6773	CLGB	CLGB
BL17238	7671990	BFL_10	4688	g26730	6861631	scaffold_12	6541	CLGB	CLGB
BL17241	7821035	BFL_10	4689	g25767	2553814	scaffold_12	6508	CLGB	CLGB
BL17248	7960740	BFL_10	4690	g31867	28325950	scaffold_12	6709	CLGB	CLGB
BL17260	8179707	BFL_10	4693	g30780	23909020	scaffold_12	6664	CLGB	CLGB
BL17264	8319107	BFL_10	4694	g29707	19222879	scaffold_12	6618	CLGB	CLGB
BL17266	8370849	BFL_10	4695	g29222	17196087	scaffold_12	6607	CLGB	CLGB
BL17267	8435488	BFL_10	4696	g29992	20546202	scaffold_12	6626	CLGB	CLGB
BL17271	8493859	BFL_10	4697	g32382	30924595	scaffold_12	6731	CLGB	CLGB
BL17272	8523491	BFL_10	4698	g28954	15995785	scaffold_12	6599	CLGB	CLGB
BL17276	8792613	BFL_10	4699	g26585	6186910	scaffold_12	6536	CLGB	CLGB
BL17331	8932321	BFL_10	4700	g25827	2744279	scaffold_12	6510	CLGB	CLGB
BL17330	9033202	BFL_10	4701	g33159	34655707	scaffold_12	6754	CLGB	CLGB
BL17326	9066960	BFL_10	4703	g32977	33598928	scaffold_12	6746	CLGB	CLGB
BL17325	9086970	BFL_10	4704	g28489	14087039	scaffold_12	6589	CLGB	CLGB
BL17324	9101283	BFL_10	4705	g32070	29215142	scaffold_12	6720	CLGB	CLGB
BL17323	9125955	BFL_10	4706	g32023	29007575	scaffold_12	6718	CLGB	CLGB
BL17322	9130736	BFL_10	4707	g31583	27299785	scaffold_12	6701	CLGB	CLGB
BL17319	9176425	BFL_10	4709	g26499	5882647	scaffold_12	6531	CLGB	CLGB
BL17315	9231651	BFL_10	4710	g30563	22972347	scaffold_12	6651	CLGB	CLGB
BL17314	9250669	BFL_10	4711	g25398	755785	scaffold_12	6496	CLGB	CLGB
BL17308	9304903	BFL_10	4713	g26951	7887207	scaffold_12	6546	CLGB	CLGB
BL17305	9343050	BFL_10	4714	g26298	4904001	scaffold_12	6525	CLGB	CLGB
BL17304	9360995	BFL_10	4715	g26300	4905743	scaffold_12	6526	CLGB	CLGB
BL17300	9428418	BFL_10	4716	g33315	35361729	scaffold_12	6757	CLGB	CLGB
BL17298	9461881	BFL_10	4717	g32091	29413264	scaffold_12	6721	CLGB	CLGB
BL17297	9500655	BFL_10	4718	g25686	1986617	scaffold_12	6505	CLGB	CLGB
BL17287	9701235	BFL_10	4721	g27057	8371987	scaffold_12	6547	CLGB	CLGB
BL17286	9798673	BFL_10	4722	g28232	13142869	scaffold_12	6575	CLGB	CLGB
BL17284	9823707	BFL_10	4723	g32291	30342513	scaffold_12	6729	CLGB	CLGB
BL17282	9844176	BFL_10	4725	g32289	30339926	scaffold_12	6728	CLGB	CLGB
BL12086	10143450	BFL_10	4726	g30483	22644076	scaffold_12	6647	CLGB	CLGB
BL12088	10196804	BFL_10	4727	g27663	10828879	scaffold_12	6566	CLGB	CLGB
BL12093	10354074	BFL_10	4728	g30993	24951896	scaffold_12	6672	CLGB	CLGB
BL12095	10425694	BFL_10	4729	g25759	2513610	scaffold_12	6507	CLGB	CLGB
BL12098	10478090	BFL_10	4730	g33478	36220865	scaffold_12	6763	CLGB	CLGB
BL12103	10510548	BFL_10	4731	g27301	9289807	scaffold_12	6555	CLGB	CLGB
BL12109	10570112	BFL_10	4732	g28447	13960973	scaffold_12	6587	CLGB	CLGB
BL12110	10576358	BFL_10	4733	g28426	13918571	scaffold_12	6586	CLGB	CLGB
BL12751	10777488	BFL_10	4734	g31889	28434457	scaffold_12	6712	CLGB	CLGB
BL12748	10827050	BFL_10	4735	g27908	11855203	scaffold_12	6572	CLGB	CLGB
BL12744	10876234	BFL_10	4736	g30189	21395729	scaffold_12	6634	CLGB	CLGB
BL12742	10922251	BFL_10	4737	g30192	21404633	scaffold_12	6635	CLGB	CLGB
BL12740	10940596	BFL_10	4739	g31516	27094309	scaffold_12	6694	CLGB	CLGB
BL12739	10965035	BFL_10	4740	g31473	26879453	scaffold_12	6691	CLGB	CLGB
BL12738	10994988	BFL_10	4741	g26914	7675975	scaffold_12	6543	CLGB	CLGB
BL12732	11128523	BFL_10	4743	g31475	26882379	scaffold_12	6692	CLGB	CLGB
BL12729	11146383	BFL_10	4747	g30132	21180552	scaffold_12	6633	CLGB	CLGB
BL12725	11199689	BFL_10	4748	g25397	734583	scaffold_12	6495	CLGB	CLGB
BL12724	11207918	BFL_10	4749	g25383	663496	scaffold_12	6494	CLGB	CLGB
BL12723	11224752	BFL_10	4750	g31438	26765754	scaffold_12	6687	CLGB	CLGB
BL12715	11296421	BFL_10	4751	g31777	27993749	scaffold_12	6706	CLGB	CLGB
BL12713	11317725	BFL_10	4752	g30943	24769265	scaffold_12	6669	CLGB	CLGB
BL12703	11475488	BFL_10	4753	g26683	6647314	scaffold_12	6540	CLGB	CLGB
BL12695	11583779	BFL_10	4756	g28866	15720168	scaffold_12	6596	CLGB	CLGB
BL12693	11603212	BFL_10	4757	g25364	545278	scaffold_12	6493	CLGB	CLGB
BL12692	11645593	BFL_10	4758	g32702	32420046	scaffold_12	6737	CLGB	CLGB
BL12649	12423092	BFL_10	4763	g28311	13508167	scaffold_12	6581	CLGB	CLGB
BL12646	12526830	BFL_10	4764	g29195	17038655	scaffold_12	6606	CLGB	CLGB
BL12644	12539334	BFL_10	4765	g31535	27156044	scaffold_12	6696	CLGB	CLGB
BL12643	12562836	BFL_10	4766	g28902	15816257	scaffold_12	6597	CLGB	CLGB
BL12639	12597969	BFL_10	4768	g25506	1301267	scaffold_12	6502	CLGB	CLGB
BL18883	12770923	BFL_10	4769	g25992	3427794	scaffold_12	6514	CLGB	CLGB
BL18887	12913351	BFL_10	4770	g28145	12887418	scaffold_12	6574	CLGB	CLGB
BL04430	13230835	BFL_10	4776	g26544	6055042	scaffold_12	6535	CLGB	CLGB
BL04416	13608410	BFL_10	4777	g29853	20007120	scaffold_12	6623	CLGB	CLGB
BL04411	13776919	BFL_10	4779	g33141	34568953	scaffold_12	6753	CLGB	CLGB
BL04408	13804252	BFL_10	4780	g26520	5968000	scaffold_12	6533	CLGB	CLGB
BL04404	13903864	BFL_10	4781	g26543	6053051	scaffold_12	6534	CLGB	CLGB
BL04399	14003955	BFL_10	4782	g28595	14473469	scaffold_12	6593	CLGB	CLGB
BL04396	14029173	BFL_10	4783	g26364	5178625	scaffold_12	6529	CLGB	CLGB
BL04391	14131420	BFL_10	4785	g31558	27229892	scaffold_12	6699	CLGB	CLGB
BL04390	14154043	BFL_10	4786	g31552	27216237	scaffold_12	6698	CLGB	CLGB
BL04387	14184508	BFL_10	4787	g25836	2781370	scaffold_12	6511	CLGB	CLGB
BL04386	14189372	BFL_10	4788	g29161	16851886	scaffold_12	6604	CLGB	CLGB
BL04385	14207692	BFL_10	4789	g31424	26741366	scaffold_12	6686	CLGB	CLGB
BL04384	14224963	BFL_10	4790	g32993	33655088	scaffold_12	6748	CLGB	CLGB
BL04381	14250151	BFL_10	4791	g26349	5142262	scaffold_12	6528	CLGB	CLGB
BL04376	14310414	BFL_10	4792	g32532	31562143	scaffold_12	6735	CLGB	CLGB
BL04373	14365381	BFL_10	4793	g33835	37610263	scaffold_12	6772	CLGB	CLGB
BL04369	14417225	BFL_10	4795	g33832	37564029	scaffold_12	6771	CLGB	CLGB
BL04368	14436462	BFL_10	4796	g33830	37560397	scaffold_12	6770	CLGB	CLGB
BL04367	14442942	BFL_10	4797	g27285	9238381	scaffold_12	6553	CLGB	CLGB
BL04366	14451876	BFL_10	4798	g27287	9240867	scaffold_12	6554	CLGB	CLGB
BL04340	14777052	BFL_10	4801	g31898	28477491	scaffold_12	6713	CLGB	CLGB
BL04331	14945131	BFL_10	4802	g33735	37027604	scaffold_12	6767	CLGB	CLGB
BL04311	15249979	BFL_10	4804	g29756	19507632	scaffold_12	6619	CLGB	CLGB
BL04308	15285017	BFL_10	4805	g32697	32391073	scaffold_12	6736	CLGB	CLGB
BL04304	15351463	BFL_10	4807	g29760	19545780	scaffold_12	6620	CLGB	CLGB
BL04289	15644425	BFL_10	4810	g31513	27068685	scaffold_12	6693	CLGB	CLGB
BL04283	15747664	BFL_10	4811	g31958	28673859	scaffold_12	6715	CLGB	CLGB
BL04279	15927589	BFL_10	4813	g28601	14496356	scaffold_12	6594	CLGB	CLGB
BL04278	15947915	BFL_10	4814	g29617	18755644	scaffold_12	6615	CLGB	CLGB
BL04275	16023380	BFL_10	4815	g30397	22278434	scaffold_12	6642	CLGB	CLGB
BL04274	16087731	BFL_10	4816	g30378	22202407	scaffold_12	6641	CLGB	CLGB
BL04272	16134215	BFL_10	4817	g30401	22301392	scaffold_12	6643	CLGB	CLGB
BL04270	16154582	BFL_10	4819	g29871	20090587	scaffold_12	6624	CLGB	CLGB
BL04267	16168764	BFL_10	4820	g29872	20099281	scaffold_12	6625	CLGB	CLGB
BL04263	16272990	BFL_10	4821	g30568	22991865	scaffold_12	6652	CLGB	CLGB
BL04249	16401515	BFL_10	4822	g30001	20566741	scaffold_12	6628	CLGB	CLGB
BL04248	16412728	BFL_10	4823	g29997	20561007	scaffold_12	6627	CLGB	CLGB
BL04236	16774217	BFL_10	4824	g28117	12757318	scaffold_12	6573	CLGB	CLGB
BL04234	16791666	BFL_10	4826	g29619	18768103	scaffold_12	6616	CLGB	CLGB
BL04233	16798579	BFL_10	4827	g30103	21086144	scaffold_12	6632	CLGB	CLGB
BL04225	16881638	BFL_10	4829	g26644	6462375	scaffold_12	6539	CLGB	CLGB
BL04214	17085437	BFL_10	4830	g28274	13351356	scaffold_12	6577	CLGB	CLGB
BL04446	17197427	BFL_10	4831	g28289	13403986	scaffold_12	6578	CLGB	CLGB
BL04444	17237057	BFL_10	4832	g28292	13438655	scaffold_12	6579	CLGB	CLGB
BL16990	17271573	BFL_10	4833	g28306	13498636	scaffold_12	6580	CLGB	CLGB
BL16991	17293382	BFL_10	4834	g29416	17797743	scaffold_12	6610	CLGB	CLGB
BL16996	17362976	BFL_10	4835	g25412	796823	scaffold_12	6498	CLGB	CLGB
BL16997	17395470	BFL_10	4836	g25420	870757	scaffold_12	6499	CLGB	CLGB
BL17001	17496143	BFL_10	4839	g29812	19804371	scaffold_12	6621	CLGB	CLGB
BL17029	18117803	BFL_10	4841	g25814	2695093	scaffold_12	6509	CLGB	CLGB
BL17042	18258072	BFL_10	4844	g29155	16828484	scaffold_12	6602	CLGB	CLGB
BL17043	18271795	BFL_10	4845	g27719	11026341	scaffold_12	6568	CLGB	CLGB
BL17044	18282454	BFL_10	4846	g31236	25952697	scaffold_12	6679	CLGB	CLGB
BL17045	18287412	BFL_10	4847	g32729	32591074	scaffold_12	6738	CLGB	CLGB
BL17046	18291028	BFL_10	4848	g27430	9802615	scaffold_12	6563	CLGB	CLGB
BL17050	18349426	BFL_10	4849	g26216	4574909	scaffold_12	6524	CLGB	CLGB
BL17051	18362835	BFL_10	4850	g26503	5890424	scaffold_12	6532	CLGB	CLGB
BL17053	18414118	BFL_10	4851	g32233	30126773	scaffold_12	6726	CLGB	CLGB
BL17055	18447632	BFL_10	4852	g30006	20605550	scaffold_12	6629	CLGB	CLGB
BL17056	18451823	BFL_10	4853	g28942	15908752	scaffold_12	6598	CLGB	CLGB
BL17063	18703433	BFL_10	4856	g27724	11051811	scaffold_12	6569	CLGB	CLGB
BL17064	18748917	BFL_10	4857	g32394	30962255	scaffold_12	6732	CLGB	CLGB
BL17073	18835909	BFL_10	4859	g30578	23022055	scaffold_12	6654	CLGB	CLGB
BL23090	19024235	BFL_10	4860	g26076	3857301	scaffold_12	6519	CLGB	CLGB
BL23089	19030614	BFL_10	4861	g26074	3855351	scaffold_12	6518	CLGB	CLGB
BL23087	19048132	BFL_10	4862	g26072	3840154	scaffold_12	6517	CLGB	CLGB
BL23086	19080419	BFL_10	4863	g32257	30211676	scaffold_12	6727	CLGB	CLGB
BL23085	19108307	BFL_10	4864	g32110	29475011	scaffold_12	6722	CLGB	CLGB
BL23073	19297332	BFL_10	4867	g32034	29061573	scaffold_12	6719	CLGB	CLGB
BL23071	19504593	BFL_10	4868	g30429	22439800	scaffold_12	6644	CLGB	CLGB
BL16192	19982946	BFL_10	4871	g33799	37406829	scaffold_12	6769	CLGB	CLGB
BL16200	20212222	BFL_10	4874	g31360	26530453	scaffold_12	6684	CLGB	CLGB
BL16220	20551702	BFL_10	4876	g25273	81768	scaffold_12	6491	CLGB	CLGB
BL22353	20769499	BFL_10	4879	g27334	9398201	scaffold_12	6559	CLGB	CLGB
BL22356	20839334	BFL_10	4880	g26175	4404302	scaffold_12	6522	CLGB	CLGB
BL22373	20999393	BFL_10	4881	g26082	3895738	scaffold_12	6521	CLGB	CLGB
BL22374	21024643	BFL_10	4882	g32935	33406097	scaffold_12	6742	CLGB	CLGB
BL22376	21060041	BFL_10	4883	g29178	16934623	scaffold_12	6605	CLGB	CLGB
BL10210	21124912	BFL_10	4884	g27063	8414609	scaffold_12	6548	CLGB	CLGB
BL10209	21132435	BFL_10	4885	g28459	13992034	scaffold_12	6588	CLGB	CLGB
BL10208	21147135	BFL_10	4886	g29545	18358830	scaffold_12	6611	CLGB	CLGB
BL10207	21203601	BFL_10	4887	g29556	18442755	scaffold_12	6612	CLGB	CLGB
BL10206	21229195	BFL_10	4888	g33531	36427638	scaffold_12	6764	CLGB	CLGB
